Artists_Accession_Number,Art_Term
"13077","Art Educator"
"13078","Art Educator"
"13078","Painting"
"13079","Photography"
"13080","Painting"
"13077","Painting"
"13081","Construction"
"13081","Painting"
"7129","Collage"
"13082","Art Gallery"
"4318","Drawing"
"4204","Art Educator"
"2411","Sculpture"
"2411","Mixed Media"
"9324","Mixed Media"
"9324","Construction"
"1624","Photography"
"609","Curator"
"530","Installation"
"749","Printmaking"
"8241","Painting"
"2406","Gallery Director"
"4319","Drawing"
"749","Performance Art"
"2634","Works on Paper"
"12831","Gouache"
"9691","Photography"
"13083","Filmmaker"
"13085","Photography"
"13086","Photography"
"13087","Photography"
"9929","Art Gallery"
"13088","Photography"
"13070","Photography"
"13070","Art Educator"
"13089","Comics"
"10598","Murals"
"10598","Sculpture"
"13090","Sculpture"
"13091","Art Educator"
"13091","Printmaking"
"13092","Printmaking"
"13092","Postal Art"
"13093","Sculpture"
"13094","Painting"
"8115","Collector"
"6936","Papermaking"
"9935","Art Gallery"
"4372","Mixed Media"
"9641","Photograms"
"9990","Installation"
"6414","Photography"
"6414","Installation"
"2002","Installation"
"9604","Fiber Art"
"9604","Fashion Design"
"1945","Curator"
"13095","Photography"
"13095","Drawing"
"13095","Collage"
"13095","Ceramics"
"7446","Drawing"
"8217","Installation"
"13096","Painting"
"3565","Photography"
"13097","Painting"
"13097","Naive Art"
"13098","Sculpture"
"13098","Installation"
"13098","Photography"
"13099","Mixed Media"
"13100","Photography"
"3426","Art Educator"
"13101","Installation"
"13102","Performance Art"
"13102","Photography"
"13102","Textiles"
"13102","Sculpture"
"11120","Photography"
"3481","Art Therapist"
"3497","Arts Organization"
"3909","Photography"
"11818","Art Gallery"
"3519","Art Educator"
"10287","Photography"
"10287","Ink"
"10287","Gouache"
"11013","Murals"
"13103","Mixed Media"
"13104","Installation"
"13104","Filmmaker"
"13105","Textiles"
"13106","Mixed Media"
"13106","Textiles"
"13106","Sculpture"
"13107","Sculpture"
"13107","Drawing"
"13107","Photography"
"13107","Installation"
"13108","Painting"
"13108","Sculpture"
"13109","Painting"
"13110","Art Educator"
"13110","Drawing"
"13111","Sculpture"
"13111","Video Art"
"13111","Photography"
"13112","Drawing"
"13112","Printmaking"
"13113","Drawing"
"13113","Sculpture"
"13114","Fiber Art"
"13115","Art Educator"
"13115","Painting"
"13115","Drawing"
"13115","Interdisciplinary"
"13116","Performance Art"
"13117","Curator"
"13117","Painting"
"13118","Installation"
"13118","Mixed Media"
"13118","Interdisciplinary"
"13119","Fiber Art"
"13119","Curator"
"13119","Sculpture"
"13119","Mixed Media"
"13120","Murals"
"13120","Collage"
"13120","Painting"
"13121","Painting"
"13122","Painting"
"13123","Installation"
"13123","Sculpture"
"13124","Art Gallery"
"13125","Mixed Media"
"13126","Art Gallery"
"10699","Installation"
"10699","Murals"
"10658","Video Art"
"9705","Mixed Media"
"9705","Collage"
"3491","Curator"
"10287","Curator"
"9613","Works on Paper"
"3982","Mixed Media"
"11833","Painting"
"13127","Painting"
"13127","Photography"
"13128","Photography"
"13128","Video Art"
"13129","Works on Paper"
"13130","Sculpture"
"13131","Sculpture"
"13132","Interdisciplinary"
"13132","Photography"
"13132","Installation"
"13132","Video Art"
"13132","Drawing"
"13132","Performance Art"
"13133","Painting"
"13134","Drawing"
"13134","Construction"
"13135","Photography"
"13136","Sculpture"
"13136","Installation"
"13137","Mixed Media"
"13137","Sculpture"
"11148","Painting"
"13138","Photography"
"13138","Gallery Director"
"13139","Curator"
"13139","Photography"
"13139","Sculpture"
"13140","Painting"
"13140","Curator"
"13141","Art Gallery"
"13138","Installation"
"9490","Mixed Media"
"13143","Video Art"
"13143","Filmmaker"
"13143","Curator"
"13144","Painting"
"13144","Drawing"
"13147","Architecture"
"8617","Art Educator"
"8617","Filmmaker"
"13148","Art Educator"
"13148","Digital Art"
"13148","Video Art"
"13148","Filmmaker"
"13149","Digital Art"
"13150","Video Art"
"13150","Interdisciplinary"
"10650","Photography"
"13152","Painting"
"11457","Painting"
"7275","Papermaking"
"12468","Installation"
"2363","Collage"
"2363","Construction"
"10930","Collage"
"10930","Drawing"
"10584","Art Educator"
"10584","Photography"
"10167","Curator"
"9608","Sculpture"
"9608","Construction"
"11811","Art Gallery"
"13153","Art Educator"
"13153","Printmaking"
"13154","Painting"
"13154","Sculpture"
"13155","Arts Organization"
"13156","Photography"
"13156","Drawing"
"13156","Sculpture"
"13157","Painting"
"13157","Comics"
"13157","Sculpture"
"13159","Video Art"
"13159","Filmmaker"
"9962","Sculpture"
"13160","Photography"
"13161","Writing"
"13161","Painting"
"13161","Printmaking"
"13161","Art Educator"
"13162","Painting"
"13163","Collage"
"13164","Filmmaker"
"13164","Photography"
"13164","Sculpture"
"10485","Curator"
"13165","Photography"
"2905","Installation"
"13165","Interdisciplinary"
"13166","Printmaking"
"13166","Drawing"
"13167","Digital Art"
"13168","Photography"
"13169","Interdisciplinary"
"13169","Printmaking"
"13169","Painting"
"13169","Sculpture"
"13170","Painting"
"13170","Sculpture"
"13171","Sculpture"
"13166","Sculpture"
"13166","Mixed Media"
"13172","Art Educator"
"13172","Art Critic"
"13173","Painting"
"13174","Sculpture"
"201","Watercolor"
"11183","Murals"
"11183","Drawing"
"4645","Gallery Director"
"4645","Writing"
"13142","Painting"
"3533","Painting"
"3533","Sculpture"
"13175","Painting"
"13176","Painting"
"13177","Printmaking"
"13177","Woodworking"
"13178","Painting"
"13178","Portraits"
"13179","Conceptual Art"
"13181","Painting"
"13181","Drawing"
"13182","Painting"
"13183","Illustration"
"13184","Murals"
"10970","Sculpture"
"3636","Painting"
"13185","Glass"
"13185","Stained Glass"
"3673","Illustration"
"3673","Graphics"
"13186","Painting"
"11633","Writing"
"13187","Collage"
"13188","Digital Art"
"13189","Video Art"
"13190","Drawing"
"13189","Painting"
"13191","Illustration"
"13191","Painting"
"13192","Painting"
"13193","Sculpture"
"13194","Photography"
"13195","Photography"
"480","Digital Art"
"13196","Painting"
"13197","Sculpture"
"13198","Painting"
"5670","Sculpture"
"13199","Painting"
"13200","Collage"
"13200","Assemblage"
"13200","Watercolor"
"13200","Drawing"
"13201","Photography"
"13202","Painting"
"13203","Painting"
"10702","Textiles"
"3784","Sculpture"
"3784","Drawing"
"13204","Murals"
"13204","Painting"
"13205","Painting"
"13206","Performance Art"
"13207","Performance Art"
"13207","Filmmaker"
"13208","Performance Art"
"13209","Sculpture"
"13209","Installation"
"13209","Performance Art"
"13210","Painting"
"13210","Sculpture"
"13210","Video Art"
"13211","Painting"
"10719","Painting"
"13212","Painting"
"13212","Art Educator"
"3511","Works on Paper"
"13213","Painting"
"13213","Drawing"
"2110","Art Educator"
"13214","Art Educator"
"13214","Painting"
"13214","Printmaking"
"13214","Watercolor"
"3418","Art Educator"
"3955","Art Educator"
"11464","Digital Art"
"9954","Performance Art"
"9954","Curator"
"9954","Sound Art"
"13215","Ceramics"
"2362","Art Educator"
"13216","Painting"
"13216","Mixed Media"
"12373","Art Educator"
"13217","Stained Glass"
"13218","Painting"
"13219","Painting"
"7468","Papermaking"
"13219","Art Educator"
"13219","Mixed Media"
"10360","Photography"
"13146","Painting"
"13145","Curator"
"13145","Painting"
"11877","Painting"
"10387","Installation"
"11400","Art Educator"
"12763","Drawing"
"13220","Ceramics"
"13221","Textiles"
"1315","Construction"
"1835","Ceramics"
"1072","Metalwork"
"1102","Painting"
"1102","Construction"
"5037","Batik"
"5163","Construction"
"406","Drawing"
"406","Ink"
"4105","Construction"
"13222","Painting"
"13223","Painting"
"5236","Printmaking"
"12756","Drawing"
"13224","Jewelry"
"6837","Sculpture"
"362","Painting"
"362","Drawing"
"362","Ink"
"1324","Printmaking"
"8097","Jewelry"
"4385","Watercolor"
"4385","Airbrush"
"300","Printmaking"
"7672","Construction"
"2486","Pastels"
"3327","Found Objects"
"13225","Collage"
"13225","Painting"
"5700","Mixed Media"
"13226","Jewelry"
"4387","Ceramics"
"13227","Sculpture"
"705","Painting"
"705","Mixed Media"
"1547","Etching"
"6745","Printmaking"
"13228","Painting"
"2217","Enameling"
"3577","Stained Glass"
"8399","Ceramics"
"13229","Dollmaking"
"2712","Advertising Design"
"13230","Ceramics"
"13231","Ceramics"
"13232","Woodcarving"
"13233","Textiles"
"13234","Woodcarving"
"3574","Ceramics"
"3570","Painting"
"598","Ceramics"
"1780","Painting"
"13235","Jewelry"
"13236","Painting"
"4649","Enameling"
"1967","Printmaking"
"13237","Sculpture"
"13238","Miniatures"
"4995","Advertising Design"
"13239","Ceramics"
"13240","Painting"
"13240","Ink"
"13240","Acrylics"
"13241","Art Educator"
"13242","Graphics"
"13242","Art Educator"
"13243","Painting"
"13244","Painting"
"13245","Painting"
"13245","Oil Painting"
"13245","Pastels"
"13246","Acrylics"
"13246","Art Educator"
"13246","Drawing"
"13247","Printmaking"
"13247","Art Educator"
"2578","Drawing"
"313","Woodworking"
"13248","Photography"
"266","Ceramics"
"13249","Woodworking"
"13250","Rosemaling"
"351","Sculpture"
"13251","Ceramics"
"539","Drawing"
"566","Etching"
"574","Tapestry"
"13252","Toy Making"
"13253","Wood Block Printing"
"662","Silhouettes"
"13254","Toy Making"
"13255","Ceramics"
"876","Printmaking"
"13256","Weaving"
"942","Watercolor"
"942","Portraits"
"1029","Drawing"
"13257","Ceramics"
"1058","Printmaking"
"13258","Collector"
"13259","Printmaking"
"13259","Block Printing"
"3296","Ceramics"
"13260","Ceramics"
"13261","Ceramics"
"13262","Ceramics"
"13263","Weaving"
"13264","Arts Organization"
"13265","Arts Organization"
"13266","Arts Organization"
"13267","Sculpture"
"13268","Painting"
"13269","Printmaking"
"13270","Collector"
"1465","Drawing"
"1544","Acrylics"
"1544","Graphics"
"1547","Drawing"
"1566","Watercolor"
"13271","Weaving"
"13273","Glass"
"13274","Woodcarving"
"1721","Wallpaper"
"1721","Screen Printing"
"13275","Wallpaper"
"13275","Screen Printing"
"13276","Painting"
"1782","Construction"
"1841","Ceramics"
"13277","Painting"
"13277","Murals"
"1878","Textiles"
"1878","Wallpaper"
"13278","Jewelry"
"1938","Drawing"
"1938","Casein"
"7470","Papermaking"
"13279","Watercolor"
"2138","Enameling"
"13280","Sculpture"
"2252","Bronzes"
"13281","Ceramics"
"13282","Arts Organization"
"13282","Photography"
"2427","Screen Printing"
"2486","Oil Painting"
"13283","Collector"
"2631","Textiles"
"2647","Etching"
"2704","Oil Painting"
"13284","Collage"
"2860","Painting"
"13285","Art Educator"
"13229","Collector"
"10869","Enameling"
"3020","Sculpture"
"3041","Collage"
"13286","Woodcarving"
"13287","Collector"
"12655","Textiles"
"13288","Architecture"
"11649","Jewelry"
"13289","Collector"
"13290","Enameling"
"13291","Jewelry"
"13291","Ceramics"
"13292","Miniatures"
"3499","Watercolor"
"3516","Lithography"
"3516","Etching"
"3526","Sculpture"
"13293","Jewelry"
"13294","Glass"
"13295","Sculpture"
"13296","Painting"
"3836","Advertising Design"
"13297","Collector"
"13298","Ceramics"
"3876","Jewelry"
"3877","Textiles"
"13299","Architecture"
"3880","Architecture"
"3922","Painting"
"3971","Oil Painting"
"13300","Ceramics"
"4055","Textiles"
"4073","Textiles"
"4074","Textiles"
"4079","Watercolor"
"4094","Advertising Design"
"4110","Graphics"
"4155","Oil Painting"
"13301","Painting"
"12704","Printmaking"
"4447","Textiles"
"4484","Etching"
"13302","Collector"
"13304","Woodcarving"
"4584","Ceramics"
"13305","Architecture"
"12754","Painting"
"4678","Collage"
"12757","Jewelry"
"13306","Collector"
"13307","Medical Illustration"
"13308","Needlework"
"4840","Advertising Design"
"13254","Collector"
"13309","Painting"
"13310","Painting"
"13310","Art Educator"
"451","Painting"
"4965","Jewelry"
"13311","Dollmaking"
"4992","Enameling"
"13312","Ceramics"
"13230","Art Educator"
"13313","Maskmaking"
"13314","Collector"
"5089","Screen Printing"
"13315","Miniatures"
"5169","Ceramics"
"5253","Woodcuts"
"5303","Religious Art"
"5400","Illumination"
"13316","Collector"
"5477","Oil Painting"
"5480","Jewelry"
"5664","Sculpture"
"5666","Glass"
"5729","Screen Printing"
"5775","Ceramics"
"5801","Etching"
"13317","Architecture"
"13318","Collector"
"13318","Jewelry"
"13319","Design"
"13319","Metalwork"
"6189","Sculpture"
"13320","Ceramics"
"6285","Woodworking"
"6334","Silversmithing"
"6334","Jewelry"
"6413","Collector"
"6442","Crafts"
"6445","Textiles"
"4841","Textiles"
"13321","Industrial Design"
"13322","Painting"
"13323","Industrial Design"
"13324","Ceramics"
"13324","Collector"
"13325","Sculpture"
"13326","Painting"
"13327","Sculpture"
"6604","Drawing"
"13328","Wallpaper"
"13328","Screen Printing"
"13329","Wallpaper"
"13329","Screen Printing"
"13330","Jewelry"
"6734","Oil Painting"
"13331","Woodcarving"
"13332","Painting"
"13333","Fiber Art"
"7097","Bookplates"
"7120","Museum Director"
"13334","Glass"
"13335","Jewelry"
"13336","Enameling"
"13337","Architecture"
"7362","Drawing"
"7375","Textiles"
"7479","Woodcarving"
"13338","Ceramics"
"13339","Jewelry"
"13339","Enameling"
"7588","Etching"
"7604","Enameling"
"7604","Metalwork"
"7643","Photography"
"7715","Collage"
"7893","Papermaking"
"7748","Weaving"
"13261","Jewelry"
"7816","Tapestry"
"7816","Textiles"
"13340","Miniatures"
"13341","Bookbinding"
"7855","Painting"
"7855","Textiles"
"13342","Photography"
"13343","Woodworking"
"8608","Wallpaper"
"8608","Mosaics"
"13344","Textiles"
"13344","Wallpaper"
"8672","Etching"
"13345","Textiles"
"13345","Weaving"
"8819","Art Educator"
"7910","Painting"
"7936","Collector"
"7965","Industrial Design"
"8000","Embroidery"
"13346","Miniatures"
"8308","Sculpture"
"8352","Jewelry"
"13347","Collector"
"13348","Ceramics"
"8393","Woodworking"
"13349","Painting"
"5534","Mixed Media"
"8439","Batik"
"8510","Printmaking"
"8510","Drawing"
"13350","Printmaking"
"13350","Design"
"8483","Tapestry"
"7419","Weaving"
"13351","Art Educator"
"13351","Painting"
"13192","Drawing"
"13352","Sculpture"
"13352","Textiles"
"13353","Religious Art"
"13353","Sculpture"
"13354","Advertising Design"
"13355","Collector"
"13356","Arts Organization"
"13356","Dollmaking"
"13357","Design"
"13357","Industrial Design"
"13357","Furniture"
"13358","Floral Design"
"13359","Arts Organization"
"13359","Calligraphy"
"13360","Arts Organization"
"13360","Bookbinding"
"13361","Arts Organization"
"13361","Ceramics"
"13362","Industrial Design"
"13363","Arts Organization"
"13364","Collector"
"13365","Arts Organization"
"13366","Architecture"
"13366","Arts Organization"
"13367","Painting"
"13368","Painting"
"6119","Painting"
"13369","Painting"
"13370","Painting"
"13371","Painting"
"13372","Painting"
"13373","Painting"
"13373","Art Educator"
"13374","Painting"
"13375","Painting"
"13376","Painting"
"3293","Art Educator"
"13377","Painting"
"11318","Video Art"
"3954","Drawing"
"3954","Mixed Media"
"3954","Video Art"
"6771","Printmaking"
"6771","Video Art"
"12137","Watercolor"
"132","Art Educator"
"13378","Painting"
"13379","Painting"
"13380","Painting"
"6409","Painting"
"13381","Painting"
"3460","Painting"
"13382","Sculpture"
"627","Painting"
"13383","Art Educator"
"13383","Painting"
"13384","Art Educator"
"13384","Painting"
"13385","Interior Design"
"13385","Murals"
"13385","Painting"
"13385","Construction"
"5270","Art Educator"
"8197","Printmaking"
"13386","Painting"
"13387","Painting"
"13387","Illustration"
"543","Painting"
"1617","Painting"
"13388","Painting"
"3084","Painting"
"13389","Painting"
"13390","Painting"
"13391","Sculpture"
"13392","Sculpture"
"13393","Sculpture"
"13394","Sculpture"
"8834","Sculpture"
"13395","Sculpture"
"13396","Sculpture"
"13397","Painting"
"13398","Painting"
"13399","Painting"
"13400","Painting"
"13401","Art Educator"
"13401","Painting"
"13402","Painting"
"13403","Painting"
"13404","Painting"
"13405","Painting"
"13406","Painting"
"13407","Painting"
"13408","Painting"
"13409","Painting"
"13409","Lithography"
"13410","Painting"
"13411","Painting"
"13412","Painting"
"1310","Art Educator"
"12723","Painting"
"13413","Painting"
"13414","Painting"
"3955","Painting"
"13415","Painting"
"13416","Painting"
"13417","Painting"
"13419","Painting"
"13420","Painting"
"13421","Painting"
"6226","Painting"
"7956","Papermaking"
"4412","Murals"
"13422","Painting"
"13422","Drawing"
"13423","Painting"
"13424","Painting"
"13425","Painting"
"13426","Mixed Media"
"13427","Painting"
"13428","Art Educator"
"13428","Painting"
"13429","Art Educator"
"13429","Painting"
"13430","Painting"
"13430","Graphics"
"13430","Advertising Design"
"13431","Painting"
"13431","Art Educator"
"3892","Construction"
"13432","Painting"
"13433","Ceramics"
"13434","Painting"
"13434","Watercolor"
"13435","Painting"
"13436","Sculpture"
"13437","Painting"
"13438","Painting"
"13439","Painting"
"13439","Illustration"
"13440","Painting"
"11546","Naive Art"
"10935","Illustration"
"4443","Painting"
"13441","Painting"
"13441","Sculpture"
"13442","Glass"
"3549","Jewelry"
"13443","Art Educator"
"13443","Drawing"
"13443","Painting"
"13444","Painting"
"13445","Painting"
"13446","Painting"
"13447","Painting"
"11601","Comics"
"9676","Comics"
"10149","Comics"
