Artist_Accession_Number,call_number,pages,notes
"1939","N6536.W56 1999","",""
"1941","NC997.A1T8","",""
"1945","N6535.C5S858 2000","",""
"1945","N8844.G83 2000","",""
"1945","ND2590.B466 2010","",""
"1948","N6512.F26 1985","",""
"1948","N6530.I4S73","",""
"1948","N6536.W56 1999","",""
"1948","ND2638.C4G73 2001","",""
"1952","N6535.C5C467 1989","",""
"1957","N6530.I4S73","",""
"1958","N6487.R36A76 1989","",""
"1960","N6535.C5C467 1989","",""
"1961","NC997.A1T8","",""
"1964","N8844.G83 2000","",""
"1964","ND2608.C63 1977","",""
"1964","ND2638.C4G73 2001","",""
"1965","N6512.A67 2001","",""
"1966","N5216.I32C43","",""
"1966","NA6212.K78 1998","",""
"1966","ND196.C8E33","",""
"1967","N11.C5Y6","",""
"1967","N5020.C5C564 1957","",""
"1972","N6535.C5C467 1989","",""
"1974","N6535.C5C45 1999","",""
"1974","N6535.C5C45 2000","",""
"1975","N6535.C5C45 1999","",""
"1975","N6535.C5C45 2000","",""
"1976","N6530.I4S73","",""
"1977","N5020.C5C565 1980","",""
"1977","ND235.C45W355 1965","",""
"1977","NX511.C45A78 1996","",""
"1979","N6510.F34 1990","",""
"1979","N6512.F26 1985","",""
"1979","N6535.C4A34","",""
"1979","N6536.W56 1999","",""
"1981","N6535.C5C45 1999","",""
"1981","N6535.C5C45 2000","",""
"1981","N72.R4N67 1990","",""
"1985","N6512.D42 1994","",""
"1991","TR646.U6 C5244 1984","",""
"1994","NC997.A1T8","",""
"1997","NC997.A1T8","",""
"2000","N6538.J4Y64 1989","",""
"2005","N6530.I4S73","",""
"2006","NX650.L54C54 1988","",""
"2011","ND237.E554L68 1984","",""
"2013","N6530.I4I55 1999","",""
"2015","N6512.F26 1985","",""
"2015","N6530.I4A37 1983","",""
"2015","N6535.C5C476 2004","",""
"2015","N6536.W56 1999","",""
"2015","N6538.N5W7 1978","",""
"2015","N8640.R527C3","",""
"2015","ND235.C45 B54 2007","",""
"2017","N5020.C5C564 1957","",""
"2017","N6494.A2Y62 1990z","",""
"2017","N6535.C5C45 1998","",""
"2017","N6535.C5C45 1999","",""
"2017","N6535.C5C45 2002","",""
"2017","N6535.C5S86 1998","",""
"2017","N8354.C35 2011","",""
"2017","NX650.L54C54 1988","",""
"2021","N6536.W56 1999","",""
"2021","ND237.E585A4 1999","",""
"2021","ND237.E585A4 1999a","",""
"2021","ND237.E585C65 1998","",""
"2022","N8838.B4","",""
"2022","ND2638.C4B43 2002","",""
"2022","ND2638.C4G73 2001","",""
"2024","N11.C5Y6","",""
"2026","N6530.I4A4 1989","",""
"2031","N5020.C5C564 1957","",""
"2031","N6512.F26 1985","",""
"2031","N6530.I4S73","",""
"2031","N6536.W56 1999","",""
"2032","N6535.C5C467 1989","",""
"2034","N6535.C5C467 1989","",""
"2036","N6512.F26 1985","",""
"2036","N6530.I4S73","",""
"2036","N6536.W56 1999","",""
"2040","N6538.J4Y64 1989","",""
"2041","N6535.C5C47 1981","",""
"2048","N72.R4N67 1990","",""
"2050","N6510.F34 1990","",""
"2050","N6512.F26 1985","",""
"2050","N6530.I4A4","",""
"2050","N6536.W56 1999","",""
"2051","N5020.C5C564 1957","",""
"2051","N6530.I4S73","",""
"2053","N6535.C5C45 1999","",""
"2056","N5020.C5C564 1957","",""
"2060","N6512.F26 1985","",""
"2060","N6530.I4S73","",""
"2060","N6536.W56 1999","",""
"2064","N6535.C5C45 2000","",""
"2065","N6512.F26 1985","",""
"2065","N6536.W56 1999","",""
"2066","N11.C5Y6","",""
"2068","N6535.C5C45 2000","",""
"2068","N6535.C5C45 2002","",""
"2069","N6538.H58C54 1992","",""
"2074","N6512.F26 1985","",""
"2074","N6530.I4S73","",""
"2074","N6536.W56 1999","",""
"2075","N6438.H58L37 1990z","",""
"2076","N6535.C5C45 2002","",""
"2078","NC997.A1T8x","",""
"2080","N6535.C5C467 1989","",""
"2081","N6512.F26 1985","",""
"2081","N6530.I4S73","",""
"2081","N6536.W56 1999","",""
"2084","N6490.C6567 1989","",""
"2085","NC45.W3 1975","",""
"2087","N6535.C5C467 1989","",""
"2088","N6530.I4S73","",""
"2091","N11.A77 1900z","",""
"2091","N6512.F26 1985","",""
"2091","N6530.I4S73","",""
"2091","N6536.W56 1999","",""
"2093","N6797.E9A4 1967","",""
"2098","N6535.C5C467 1989","",""
"2098","NX511.C45A78 1996","",""
"2099","N6510.F34 1990","",""
"2099","N6512.F26 1985","",""
"2099","N6536.W56 1999","",""
"2105","N6535.C5C47 1981","",""
"2106","N6535.C5C467 1989","",""
"2108","N11.C5Y6","",""
"2108","N6512.F26 1985","",""
"2108","N6530.I4S73","",""
"2108","N6535.C4C53","",""
"2108","N6536.W56 1999","",""
"2108","N7255.P6P65 1978","",""
"2108","N8838.P37 1984","",""
"2111","N6535.C5C45 1998","",""
"2111","N6535.C5C45 1999","",""
"2113","N11.C5Y6","",""
"2113","N5020.C5C564 1957","",""
"2115","N6535.C5C36 1999","",""
"2115","N6535.C5C467 1989","",""
"2116","N6535.C5C45 1999","",""
"2117","N6512.F5 W49 2014","",""
"2117","N6535.C5C48 1983","",""
"2117","N6535.C5W4","",""
"2117","ND235.C45O88 1973","",""
"2118","N531.A63A5 1993","",""
"2121","NK9112.Q5 2001","",""
"2121","NK9198.F35A4 1995b","",""
"2121","NK9198.F35A4 1996","",""
"2122","N531.H93H57 1976","",""
"2122","N6535.C5A37 1985","",""
"2122","N6535.C5C76 1976","",""
"2122","N6535.C5S3","",""
"2122","N6535.C5W4","",""
"2128","N6535.C5C45 1999","",""
"2128","N6535.C5C45 2000","",""
"2128","N6535.C5C45 2002","",""
"2129","NK808.R59 1996","",""
"2130","NC997.A1T8","",""
"2131","N6512.F26 1985","",""
"2131","N6536.W56 1999","",""
"2132","NC997.A1T8","",""
"2133","N8844.G83 2000","",""
"2133","ND2638.J65H84 2001","",""
"2134","NK4008.M37 1986","",""
"2135","N6530.I4S73","",""
"2135","N6535.C5C476 2004","",""
"2135","N6538.N5R49 1989","",""
"2139","N6512.5.C55 B654 2007","",""
"2140","NC45.W3 1975","",""
"2143","ND1311.3.D5","",""
"2145","N6535.C5C467 1989","",""
"2149","NC997.A1T8","",""
"2154","N6535.C5C45 1999","",""
"2154","N6535.C5C45 2002","",""
"2154","NK2210.C4M5 2001","",""
"2156","N6535.C5C478 1978","",""
"2157","N11.C5Y6","",""
"2157","N6538.J4Y64 1989","",""
"2164","N6512.5.F5M334 1996","",""
"2166","N6510.F34 1990","",""
"2166","N6512.F26 1985","",""
"2166","N6535.C4A34","",""
"2166","N6536.W56 1999","",""
"2168","N5020.C55 yr. 1973 v. 74","",""
"2170","ND2608.C63 1977","",""
"2171","N6512.F26 1985","",""
"2171","N6530.I4S73","",""
"2171","N6536.W56 1999","",""
"2172","N6510.F34 1990","",""
"2172","N6512.F26 1985","",""
"2172","N6535.C4A34","",""
"2172","N6536.W56 1999","",""
"2173","N5020.C5C563 1987","",""
"2173","N531.A63A5 1993","",""
"2177","N6535.C5C467 1989","",""
"2178","N5220.S26S26 1988","",""
"2179","N5020.C5C565 1980","",""
"2179","N6535.C5C467 1989","",""
"2179","N6535.C5C474 1983","",""
"2179","NB212.S48","",""
"2179","NB230.I3K7 1992","",""
"2179","NB623.F47A4 1975","",""
"2179","NB623.F47A4 1977","",""
"2179","NB623.F47A413","",""
"2179","ND212.A1I4","",""
"2180","TR139.M63 1986","",""
"2182","N6535.C5C45 1999","",""
"2184","N11.C5Y6","",""
"2184","N6538.J4Y64 1989","",""
"2186","N6535.C5C467 1989","",""
"2188","N6535.C5C467 1989","",""
"2189","N6535.C5C45 2000","",""
"2195","N6535.C5C467 1989","",""
"2196","N6535.C5C45 1998","",""
"2196","N6535.C5C45 2000","",""
"2200","N6538.J4Y64 1989","",""
"2201","N5020.C5C564 1957","",""
"2202","N6535.C5C467 1989","",""
"2202","N6538.J4Y64 1989","",""
"2203","N5020.C5C564 1957","",""
"2206","NX180.C44W5 1989","",""
"2209","N6530.I5A78","",""
"2210","N6512.A72 1993","",""
"2210","N6535.C5C467 1989","",""
"2210","N6535.C5S86 1998","",""
"2211","N531.A63A5 1993","",""
"2215","N531.A63A5 1993","",""
"2215","N531.U6L6 1987","",""
"2217","N6538.J4Y64 1989","",""
"2226","N6512.N34","",""
"2226","N8354.H45 2003","",""
"2227","N6512.N34324 1990","",""
"2227","N6885.K655 1994","",""
"2227","NC95.5.A2508 2000","",""
"2227","ND222.C46 1987","",""
"2227","NX511.C45A78 1996","",""
"2233","N531.U6L6 1987","",""
"2240","N6535.C5C45 2000","",""
"2244","N6535.C5C467 1989","",""
"2244","N6535.C5C47 1981","",""
"2247","N6487.C52M8755 2002","",""
"2247","N6496.N49P76 2008","",""
"2247","N6512.5.C55 B654 2007","",""
"2247","N6535.C5R4 2011","",""
"2247","N6537.F52A4 1998","",""
"2247","N6537.F52A4 2001","",""
"2247","NC95.5.A2508 2000","",""
"2247","NX511.C45A78 1996","",""
"2247","Z271.3.B65C69 2011","",""
"2250","N6512.F26 1985","",""
"2250","N6530.I4S73","",""
"2250","N6536.W56 1999","",""
"2252","N6538.J4Y64 1989","",""
"2256","NC997.A1T8","",""
"2258","N6510.F34 1990","",""
"2258","N6512.F26 1985","",""
"2258","N6530.I4S73","",""
"2258","N6535.C4A34","",""
"2258","N6536.W56 1999","",""
"2263","N6512.5.C55 B654 2007","",""
"2263","N6535.C5A37 1985","",""
"2263","N6535.C5C474","",""
"2263","N6535.C5M3","",""
"2263","N6535.C5M32","",""
"2263","N6535.C5S3","",""
"2263","ND235.C45 B54 2007","",""
"2263","ND235.C45O88 1973","",""
"2263","ND588.O359 A4 2011","",""
"2270","N6535.C5C36 1999","",""
"2271","NB212.W37 1986","",""
"2271","NB237.F64A4 1970","",""
"2272","N6530.I5A78","",""
"2273","N6530.I5A78a1","",""
"2274","N6530.I5A78","",""
"2275","N6530.I5A78","",""
"2276","N6530.I5A78","",""
"2278","N6530.I5A78","",""
"2280","N6530.I5A78","",""
"2281","N6530.I5A78","",""
"2283","N6530.I5A78","",""
"2284","N11.C5Y6","",""
"2284","N5020.C5C564 1957","",""
"2284","N6512.F26 1985","",""
"2284","N6530.I4S73","",""
"2284","N6535.C5C36 1999","",""
"2284","N6535.C5C47 1981","",""
"2284","N6536.W56 1999","",""
"2284","N6538.J4Y64 1989","",""
"2284","N7575.A78 2001","",""
"2288","N6535.C5C467 1989","",""
"2288","ND1311.3.D5","",""
"2294","N6535.C5C45 2001","",""
"2298","N6535.C5C467 1989","",""
"2304","N6530.I4S73","",""
"2305","N6530.I4A78","",""
"2307","N5020.C5C564 1957","",""
"2307","N5220.F76F75 2002","",""
"2307","N6512.F26 1985","",""
"2307","N6530.I4S73","",""
"2307","N6535.C5C36 1999","",""
"2307","N6536.W56 1999","",""
"2307","ND235.C45G74 2004","",""
"2307","ND235.C45N49 1993","",""
"2310","N8219.L5I5 1988","",""
"2314","N6512.F26 1985","",""
"2314","N6536.W56 1999","",""
"2316","N6530.I4S73","",""
"2316","N8838.B4","",""
"2317","N5020.C5C565 1980","",""
"2320","N6530.I5A78","",""
"2320","N6535.C5C467 1989","",""
"2320","ND2420.S65 2013","",""
"2321","N5020.C5C564 1957","",""
"2321","N8665.R53 1997","",""
"2325","N531.A63A5 1993","",""
"2325","N531.U6L6 1987","",""
"2327","N6535.A88A8 1994","",""
"2328","ND235.C45W355 1965","",""
"2332","N6512.F26 1985","",""
"2332","N6537.F69M67 1985","",""
"2334","N6512.5.F68A4 1990","",""
"2335","N11.C5Y6","",""
"2335","N5020.C5C564 1957","",""
"2335","N6512.A7","",""
"2335","N6512.C5(missing)","",""
"2335","N6530.I4S73","",""
"2335","N6535.C5C476 2004","",""
"2335","N8838.B4","",""
"2335","N8838.K46 2009","",""
"2335","N8838.P37 1984","",""
"2335","ND1245.C5J32","",""
"2335","ND235.C45G74 2004","",""
"2335","ND235.C45N49 1993","",""
"2335","ND235.C4E96 1933","",""
"2335","ND2635.I6C37 1995","",""
"2335","ND2638.C4G73 2001","",""
"2335","Z5961.C45B59 1991","",""
"2338","N6510.F34 1990","",""
"2338","N6512.F26 1985","",""
"2338","N6535.C4A34","",""
"2338","N6536.W56 1999","",""
"2340","NK830.I45M33 2001","",""
"2342","TR645.H8 F675 2000","",""
"2344","TR646.U6W378 1989","",""
"2345","N6535.C5C467 1989","",""
"2347","N6535.C5C45 1999","",""
"2347","N6535.C5C45 2001","",""
"2348","N6535.C5C467 1989","",""
"2351","N531.U6L6 1987","",""
"2351","N6512.F26 1985","",""
"2351","N6530.I4A4","",""
"2351","N6530.I4S73","",""
"2352","N5020.C5C564 1957","",""
"2354","N6535.C5C478 1978","",""
"2356","AM7 .A78 2005","",""
"2356","N5020.C5C564 1957","",""
"2356","N531.U6L6 1987","",""
"2356","N6535.C5C467 1989","",""
"2356","N6535.C5S858 2000","",""
"2356","N6538.J4Y64","",""
"2356","N8665.R53 1997","",""
"2357","N6535.C5C467 1989","",""
"2360","N5020.C5C564 1957","",""
"2361","N6530.I5A78","",""
"2363","N6535.C5C467 1989","",""
"2363","N6535.C5C47 1981","",""
"2363","N8217.F43F47 1986","",""
"2363","NC95.5.A2508 2000","",""
"2365","N5020.C5C564 1957","",""
"2366","N6512.F26 1985","",""
"2368","N6535.C5C467 1989","",""
"2369","N6535.C5C45 1998","",""
"2369","N6535.C5C467 1989","",""
"2371","N6535.C5C467 1989","",""
"2372","N6535.C5C467 1989","",""
"2375","NK808.S524 2001","",""
"2375","Z271.3.B65C69 2011","",""
"2378","N6535.C5C47 1981","",""
"2378","TR646.U6 C5244 1984","",""
"2384","N6535.C5C467 1989","",""
"2385","N6535.C5C467 1989","",""
"2389","N6510.F34 1990","",""
"2389","N6512.F26 1985","",""
"2389","N6535.C4A34","",""
"2389","N6536.W56 1999","",""
"2390","N5216.I32C43","",""
"2390","N6510.F34 1990","",""
"2390","N6510.R48 1993","",""
"2390","N6512.F26 1985","",""
"2390","N6530.I4S73","",""
"2390","N6535.C4A34","",""
"2390","N6536.W56 1999","",""
"2394","N6530.I4K5","",""
"2395","ND1311.3.D5","",""
"2396","N5020.C5C564 1957","",""
"2398","N6512.F26 1985","",""
"2400","N6512.A72 1993","",""
"2400","N6535.C5A72 1986","",""
"2401","N6535.C5C45 2001","",""
"2403","N11.C5Y6","",""
"2403","N5020.C5C564 1957","",""
"2403","N6512.F26 1985","",""
"2403","N6538.J4Y64 1989","",""
"2405","N11.C5Y6","",""
"2405","N6538.J4Y64 1989","",""
"2409","NK830.I45M33 2001","",""
"2411","N6512.5.F68C64 1994","",""
"2411","NB198.C65 2007","",""
"2414","N7629.2.F8G587 2008","",""
"2414","ND237.F75A4 2001","",""
"2416","N6535.C5C467 1989","",""
"2421","N6512.F26 1985","",""
"2421","N6530.I4S73","",""
"2421","NB205.T3","",""
"2422","N6535.C5C45 1999","",""
"2422","N6535.C5C45 2000","",""
"2422","N6535.C5C45 2001","",""
"2423","N11.C5Y6","",""
"2423","N5020.C5C564 1957","",""
"2423","N6538.J4Y64 1989","",""
"2426","N11.C5Y6","",""
"2426","N6512.F26 1985","",""
"2426","N6530.I4A37 1983","",""
"2426","N6530.I4S73","",""
"2426","N6535.C5C36 1999","",""
"2426","N6535.C5C476 2004","",""
"2426","N8838.K46 2009","",""
"2426","ND235.C45 B54 2007","",""
"2426","ND235.C45N49 1993","",""
"2426","Z5961.C45B59 1991","",""
"2430","N6512.F26 1985","",""
"2431","N8844.G83 2000","",""
"2431","ND2608.C63 1977","",""
"2432","N6490.R62 2000","",""
"2432","NB198.6.K72","",""
"2432","NB235.C45C4 2008","",""
"2435","NK3655.F67 2004","",""
"2436","N11.A77 1900z","",""
"2438","N5220.F76F75 2002","",""
"2438","N6512.F26 1985","",""
"2438","N6530.I4S73","",""
"2438","N6535.C5C476 2004","",""
"2438","N8640.R527C3","",""
"2438","ND217.B37","",""
"2438","ND235.C45G74 2004","",""
"2440","ND2638.C4P35 2013","",""
"2443","N6512.7.A46 2004 v. 1 bk 2","",""
"2443","N6535.C5C45 1998","",""
"2443","N6535.C5C45 1999","",""
"2443","N6535.C5C45 2000","",""
"2443","N6535.C5C45 2001","",""
"2443","N6535.C5C45 2002","",""
"2443","N6535.C5C467 1989","",""
"2443","N6535.C5C47 1981","",""
"2443","N6535.C5S86 1998","",""
"2443","ND1731.C47 1996","",""
"2443","ND1835.I3W37","",""
"2450","N6530.I4A37 1983","",""
"2450","N6535.C5R4 2011","",""
"2450","N6538.N5W7 1978","",""
"2456","N6535.C5C467 1989","",""
"2456","NK2210.C4M5 2001","",""
"2456","NK830.I45M33 2001","",""
"2457","N6512.F26 1985","",""
"2457","N6536.W56 1999","",""
"2460","N6512.A72 1993","",""
"2460","N6535.C5C45 1998","",""
"2461","N6535.C5C45 1998","",""
"2461","N6535.C5C45 2000","",""
"2462","N6530.I5A78","",""
"2467","N6535.C5C467 1989","",""
"2467","N6538.H58A34 1988","",""
"2470","N6535.C5C467 1989","",""
"2471","N6535.C5C47 1981","",""
"2475","ND2635.C4G73 2001","",""
"2475","NK2210.C4M5 2001","",""
"2475","NX282.C54 1996","",""
"2476","N6512.B69 1985","",""
"2476","N6535.C5C467 1989","",""
"2476","N6535.C5C47 1981","",""
"2481","N5020.C5C564 1957","",""
"2482","N6535.C5C467 1989","",""
"2483","N6538.N5R49 1989","",""
"2484","N6535.C4C45 2001","",""
"2484","N6535.C5C45 2002","",""
"2485","N6530.I4S73","",""
"2486","N6535.C5C467 1989","",""
"2486","N6537.G36A4 1988","",""
"2486","N71.8.F674 1986","",""
"2486","N71.8.N374 1991","",""
"2486","NX180.H34S38 1989","",""
"2493","N5020.C5C563 1987","",""
"2493","N6535.C5C37 1991","",""
"2493","N6538.H58A34 1988","",""
"2493","N6538.H58C54 1992","",""
"2493","NX511.C45A78 1996","",""
"2493","TR645.H8 F67 1994","",""
"2500","N6512.F26 1985","",""
"2501","N5020.C5C564 1957","",""
"2503","N6512.A72 1993","",""
"2503","N6535.C5C467 1989","",""
"2503","N8354.C49 1990","",""
"2506","N11.C5Y6","",""
"2506","N6512.F26 1985","",""
"2506","N6530.I4A37 1983","",""
"2506","N6530.I4S73","",""
"2506","N6535.C5C476 2004","",""
"2506","N6536.W56 1999","",""
"2506","N6538.J4Y64 1989","",""
"2506","ND237.G275Y63 1981","",""
"2506","Z5961.C45B59 1991","",""
"2507","N6530.I4I43 1981","",""
"2513","N5020.C5C564 1957","",""
"2513","N531.U6L6 1987","",""
"2513","N6512.5.C55 B654 2007","",""
"2513","N6512.F26 1985","",""
"2513","N6530.I4A37 1983","",""
"2513","N6530.I4S73","",""
"2513","N6536.W56 1999","",""
"2513","N6538.J4Y64 1989","",""
"2513","ND205.U52 1962","",""
"2514","N6535.C5C45 2001","",""
"2515","N6512.F26 1985","",""
"2515","N6536.W56 1999","",""
"2519","TR681.H65G37 1997","",""
"2520","N531.U6L6 1987","",""
"2520","N6512.F26 1985","",""
"2520","N6530.I4S73","",""
"2520","N6536.W56 1999","",""
"2520","ND2638.C4A42 1998","",""
"2520","ND2638.C4B43 2002","",""
"2520","ND2638.C4G73 2001","",""
"2521","N6510.F34 1990","",""
"2521","N6512.F26 1985","",""
"2521","N6535.C4A34","",""
"2521","N6536.W56 1999","",""
"2522","N6512.F26 1985","",""
"2522","N6530.I4S73","",""
"2525","N6530.I4S73","",""
"2528","N6535.C5C45 2000","",""
"2531","N6535.C5C45 1999","",""
"2531","N6535.C5C45 2000","",""
"2533","N6535.C5C45 2001","",""
"2533","N6535.C5C45 2002","",""
"2534","N6512.F26 1985","",""
"2534","N6530.I4S73","",""
"2534","N6536.W56 1999","",""
"2535","N6535.C5C45 2000","",""
"2535","NK2210.C4M5 2001","",""
"2537","N6512.F26 1985","",""
"2537","N6530.I4S73","",""
"2537","N6536.W56 1999","",""
"2537","N8650.L467","",""
"2538","N6535.C5C45 1998","",""
"2538","N6535.C5C45 1999","",""
"2538","N6535.C5C45 2000","",""
"2538","N6535.C5C467 1989","",""
"2538","N6535.C5C47","",""
"2542","N6512.F26 1985","",""
"2542","NK1105.G4","",""
"2542","NK839.G4A3","",""
"2542","PN2096.G37T4 1973","",""
"2542","Z5961.C45B59 1991","",""
"2543","N6535.C45 2000","",""
"2543","N6535.C5C45 1999","",""
"2543","N6535.C5C45 2002","",""
"2543","N6535.C5S86 1998","",""
"2543","N8354.C35 2011","",""
"2554","N5020.C47N36 1980","",""
"2554","N5020.C5K65 2005","",""
"2562","ND212.N3678 2000 no. 29","",""
"2562","NX650.A6S54 2008","",""
"2565","N6512.F26 1985","",""
"2567","N11.C5Y6","",""
"2567","N5020.C5C564 1957","",""
"2568","N531.A63A5 1993","",""
"2568","N6530.I4I55 1999","",""
"2568","N6535.C5C467 1989","",""
"2572","N6530.I4I43 1981","",""
"2576","N6510.F34 1990","",""
"2576","N6512.F26 1985","",""
"2576","N6530.I4S73","",""
"2576","N6535.C4A34","",""
"2576","N6536.W56 1999","",""
"2576","NB205.T3 1930","",""
"2577","N11.C5Y6","",""
"2578","N6538.J4Y64 1989","",""
"2580","MT950.V59T3","",""
"2580","N11.C5Y6","",""
"2580","N6512.F26 1985","",""
"2580","N6530.I4A37 1983","",""
"2580","N6530.I4S73","",""
"2580","N6535.C4C53","",""
"2580","N6535.C5C476 2004","",""
"2580","N6538.J4Y64 1989","",""
"2580","NE538.C5H66 1986","",""
"2580","Z5961.C45B59 1991","",""
"2582","N6538.J4Y64 1989","",""
"2584","N6535.C5C467 1989","",""
"2585","N6535.C5C45 2001","",""
"2586","N6535.C5C467 1989","",""
"2587","N6512.C47 1997","",""
"2587","NB237.G436A4 1995","",""
"2589","N6535.C5C467 1989","",""
"2590","N8844.G83 2000","",""
"2590","ND2638.C4G73 2001","",""
"2590","ND2639.3.A35P75 2000","",""
"2594","N11.C5Y6","",""
"2594","N5020.C5C564 1957","",""
"2594","ND1500.P6 1962","",""
"2595","N5085.T6V65 2005","",""
"2595","NX511.C45A78 1996","",""
"2596","F548.37.C48 1989","",""
"2596","TR646.U6 C5244 1984","",""
"2600","N6512.A72 1993","",""
"2600","N6535.C5C47 1981","",""
"2608","N6535.C5C467 1989","",""
"2611","N6535.C45 1999","",""
"2614","N5020.C55 yr. 1973 v. 74","",""
"2614","N531.A63A5 1993","",""
"2615","N6512.F26 1985","",""
"2615","N6530.I4S73","",""
"2615","N6536.W56 1999","",""
"2615","ND235.C45 B54 2007","",""
"2620","N6490.F28","",""
"2620","ND2638.C4G73 2001","",""
"2622","ND1245.C5J32","",""
"2623","N5020.C5C564 1957","",""
"2623","N6530.I4S73","",""
"2623","NB237.G53W45 1988","",""
"2624","N6535.C5C467 1989","",""
"2624","N6538.N5A78 2003","",""
"2624","N6538.N5R66 1986","",""
"2624","N6538.N5T43 1994","",""
"2624","N8354.W66 1986","",""
"2625","N531.A63A5 1993","",""
"2625","N6512.A67 2001","",""
"2626","N6512.N34","",""
"2626","N6535.C5C47 1981","",""
"2626","N6538.N5P68 1999","",""
"2627","N6535.C5C45 1999","",""
"2627","N6535.C5C45 2000","",""
"2627","N6535.C5C45 2001","",""
"2627","N6535.C5C45 2002","",""
"2628","N6512.5.F68A4 1990","",""
"2628","N6535.C5C467 1989","",""
"2628","NB235.C45C4 2008","",""
"2629","N5020.C5C564 1957","",""
"2629","N6530.I4S73","",""
"2630","N6535.C5C45 2000","",""
"2634","N5020.C55 yr. 1973 v. 74","",""
"2634","N5020.C5C564 1957","",""
"2634","N6512.B69 1985","",""
"2634","N6530.I4I52","",""
"2634","N6535.C5A37 1985","",""
"2634","N6535.C5C47 1981","",""
"2634","N6535.C5C474 1983","",""
"2634","N6535.C5C76 1976","",""
"2634","N6535.C5M3","",""
"2634","N6535.C5M55","",""
"2634","N6535.C5M8","",""
"2634","N7618 .H39 2013","",""
"2634","NX511.C45A78 1996","",""
"2639","N6535.C5C45 2001","",""
"2642","N11.C5Y6","",""
"2647","N6512.F26 1985","",""
"2647","N6530.I4S73","",""
"2647","N6536.W56 1999","",""
"2648","TR646.U6 C5244 1984","",""
"2650","N6512.F26 1985","",""
"2650","N6536.W56 1999","",""
"2659","N5020.C5C564 1957","",""
"2659","N6535.C5C467 1989","",""
"2664","N6538.N5D48 1990","",""
"2665","N6535.C5C45 2002","",""
"2668","N5220.S26S26 1988","",""
"2668","N6530.I5A78","",""
"2668","N6535.C5C45 1998","",""
"2668","N6535.C5C467 1989","",""
"2668","N6538.A83O27 1994","",""
"2669","N6530.I4K5","",""
"2669","N6535.C5M3","",""
"2669","N6537.G635A4 1993","",""
"2669","NK808.R59 1996","",""
"2669","NX511.C45A78 1996","",""
"2671","N6535.C5C45 2002","",""
"2681","ML3521.F57 2000","",""
"2690","N6512.F26 1985","",""
"2690","N6530.I4S73","",""
"2690","N6536.W56 1999","",""
"2691","N6490.R62 2000","",""
"2695","N6535.C5C45 1999","",""
"2695","N6535.C5C45 2000","",""
"2699","N6530.C5R4 1986","",""
"2699","N6535.C5D484 1988","",""
"2700","TR646.U6 I833","",""
"2703","N6535.C5C467 1989","",""
"2705","TR646.I82 M54 1993","",""
"2706","N6535.C5C45 1999","",""
"2706","N6535.C5C45 2000","",""
"2706","N6535.C5C45 2001","",""
"2708","N5020.C5C564 1957","",""
"2711","N6530.I4S73","",""
"2713","N6535.C5C45 1999","",""
"2713","N6535.C5C45 2000","",""
"2713","N6535.C5C45 2001","",""
"2713","N6537.5.P47 1990","",""
"2713","NB235.C45C4 2008","",""
"2714","N6512.A72 1993","",""
"2717","NC45.W3 1975","",""
"2718","N6538.J4Y64 1989","",""
"2721","N5020.C5C564 1957","",""
"2721","N6487.C52M8755 2002","",""
"2721","N6490.C6567 1989","",""
"2721","N6490.P46 1977","",""
"2721","N6530.I4S73","",""
"2721","N6535.C5A37 1985","",""
"2721","N6535.C5C467 1989","",""
"2721","N6535.C5C474 1983","",""
"2721","N6535.C5C69 2007","",""
"2721","N6535.C5M55","",""
"2721","N6535.C5S3","",""
"2721","N6537.G632A4 1982","",""
"2721","ND212.A1I4 1961","",""
"2721","ND235.C45 B54 2007","",""
"2721","NX511.C45A78 1996","",""
"2721","NX650.V5E47 2007","",""
"2722","NC997.A1T8","",""
"2726","N6530.I6 A4 2005","",""
"2727","N6535.C5C467 1989","",""
"2733","N6537.5.P47 1990","",""
"2734","N6538.H58L37 1990z","",""
"2734","N6605.G64A4 1988","",""
"2734","NC102.R414 1987","",""
"2736","N8844.G83 2000","",""
"2736","ND2608.C63 1977","",""
"2737","N6537.5.P47 1990","",""
"2737","N6538.H58C54 1992","",""
"2737","ND2638.C4P35 2013","",""
"2739","N6535.C5C45 2001","",""
"2742","N5020.C5C565 1980","",""
"2742","N6512.C47 1997","",""
"2742","N6530.I6 A4 2004","",""
"2742","N6535.C5C467 1989","",""
"2742","N8845.C4G8 1996","",""
"2742","NB237.G635N34 1997","",""
"2742","NX511.C45A78 1996","",""
"2745","NK1553.W5","",""
"2747","N5220.F76F75 2002","",""
"2747","N6512.F26 1985","",""
"2747","N6530.I4S73","",""
"2747","N6536.W56 1999","",""
"2750","N11.C5Y6","",""
"2750","N5020.C5C564 1957","",""
"2750","N6538.J4Y64 1989","",""
"2752","N11.C5Y6","",""
"2752","N5020.C5C564 1957","",""
"2752","N6538.J4Y64 1989","",""
"2754","N6538.J4Y64 1989","",""
"2756","TR161.N4","",""
"2757","N6535.C5C467 1989","",""
"2757","N8354.N48 1977","",""
"2758","N6535.C5C45 1999","",""
"2758","N6535.C5C45 2000","",""
"2761","N6535.C5C45 1999","",""
"2761","N6535.C5C45 2000","",""
"2761","N6535.C5C45 2002","",""
"2763","N5020.C5C564 1957","",""
"2763","N6530.I4A37 1983","",""
